,Brazil,Canada 2003,Colombia,Finland,France,Germany 2003,India,Indonesia,Italy 2003,Kuwait,Malaysia,Mongolia,New Zealand,Philippines,Republic of Ireland,Republic of Korea,Romania,Russian Federation,Singapore 2003,South Africa,Spain,Sweden,Switzerland,Thailand,United Kingdom,US 2003,Vietnam 2003,China 2003,Canada 2020,China 2020,Germany 2020,Italy 2020,Singapore 2020,US 2020,Vietnam 2020
Cumulative Cases,3,252,1,1,7,10,3,2,9,1,8,9,1,14,2,3,3,1,206,1,1,3,7,9,6,220,63,7084,6280,82122,62095,97689,844,140886,188
